#OTU ID	CZ.MB64.S64.L001.R1	CZ.MB6.S6.L001.R1	CZ.MB71.S71.L001.R1	CZ.MB132.S132.L001.R1	CZ.MB115.S115.L001.R1	CZ.MB22.S22.L001.R1	CZ.MB41.S41.L001.R1	CZ.MB43.S43.L001.R1	CZ.MB120.S120.L001.R1	CZ.MB96.S96.L001.R1	CZ.MB128.S128.L001.R1	CZ.MB54.S54.L001.R1	CZ.MB107.S107.L001.R1	CZ.MB57.S57.L001.R1	CZ.MB29.S29.L001.R1	CZ.MB93.S93.L001.R1	CZ.MB4.S4.L001.R1	CZ.MB34.S34.L001.R1	CZ.MB116.S116.L001.R1	CZ.MB124.S124.L001.R1	CZ.MB26.S26.L001.R1	CZ.MB123.S123.L001.R1	CZ.MB136.S136.L001.R1	CZ.MB39.S39.L001.R1	CZ.MB55.S55.L001.R1	CZ.MB45.S45.L001.R1	CZ.MB89.S89.L001.R1	CZ.MB135.S135.L001.R1	CZ.MB72.S72.L001.R1	CZ.MB80.S80.L001.R1	CZ.MB127.S127.L001.R1	CZ.MB68.S68.L001.R1	CZ.MB84.S84.L001.R1	CZ.MB70.S70.L001.R1	CZ.MB90.S90.L001.R1	CZ.MB103.S103.L001.R1	CZ.MB105.S105.L001.R1	CZ.MB108.S108.L001.R1	CZ.MB94.S94.L001.R1	CZ.MB106.S106.L001.R1	CZ.MB112.S112.L001.R1	CZ.MB73.S73.L001.R1	CZ.MB51.S51.L001.R1	CZ.MB98.S98.L001.R1	CZ.MB77.S77.L001.R1	CZ.MB53.S53.L001.R1	CZ.MB91.S91.L001.R1	CZ.MB24.S24.L001.R1	CZ.MB56.S56.L001.R1	CZ.MB87.S87.L001.R1	CZ.MB20.S20.L001.R1	CZ.MB61.S61.L001.R1	CZ.MB113.S113.L001.R1	CZ.MB104.S104.L001.R1	CZ.MB110.S110.L001.R1	CZ.MB109.S109.L001.R1	CZ.MB5.S5.L001.R1	CZ.MB85.S85.L001.R1	CZ.MB1.S1.L001.R1	CZ.MB97.S97.L001.R1	CZ.MB44.S44.L001.R1	CZ.MB100.S100.L001.R1	CZ.MB119.S119.L001.R1	CZ.MB82.S82.L001.R1	CZ.MB17.S17.L001.R1	CZ.MB122.S122.L001.R1	CZ.MB28.S28.L001.R1	CZ.MB88.S88.L001.R1	CZ.MB19.S19.L001.R1	CZ.MB81.S81.L001.R1	CZ.MB83.S83.L001.R1	CZ.MB25.S25.L001.R1	CZ.MB133.S133.L001.R1	CZ.MB121.S121.L001.R1	CZ.MB99.S99.L001.R1	CZ.MB42.S42.L001.R1	CZ.MB69.S69.L001.R1	CZ.MB86.S86.L001.R1	CZ.MB31.S31.L001.R1	CZ.MB30.S30.L001.R1	CZ.MB47.S47.L001.R1	CZ.MB7.S7.L001.R1	CZ.MB134.S134.L001.R1	CZ.MB8.S8.L001.R1	CZ.MB27.S27.L001.R1	CZ.MB32.S32.L001.R1	CZ.MB2.S2.L001.R1	CZ.MB67.S67.L001.R1	CZ.MB52.S52.L001.R1	CZ.MB9.S9.L001.R1	CZ.MB102.S102.L001.R1	CZ.MB60.S60.L001.R1	CZ.MB16.S16.L001.R1	CZ.MB63.S63.L001.R1	CZ.MB92.S92.L001.R1	CZ.MB50.S50.L001.R1	CZ.MB79.S79.L001.R1	CZ.MB48.S48.L001.R1	CZ.MB21.S21.L001.R1	CZ.MB62.S62.L001.R1	CZ.MB36.S36.L001.R1	CZ.MB111.S111.L001.R1	CZ.MB58.S58.L001.R1	CZ.MB114.S114.L001.R1	CZ.MB3.S3.L001.R1	CZ.MB118.S118.L001.R1	CZ.MB126.S126.L001.R1	CZ.MB65.S65.L001.R1	CZ.MB117.S117.L001.R1	CZ.MB38.S38.L001.R1	CZ.MB78.S78.L001.R1	CZ.MB12.S12.L001.R1	CZ.MB37.S37.L001.R1	CZ.MB10.S10.L001.R1	CZ.MB33.S33.L001.R1	CZ.MB13.S13.L001.R1	CZ.MB95.S95.L001.R1	CZ.MB11.S11.L001.R1	CZ.MB40.S40.L001.R1	CZ.MB59.S59.L001.R1	CZ.MB66.S66.L001.R1	CZ.MB35.S35.L001.R1	CZ.MB14.S14.L001.R1	CZ.MB18.S18.L001.R1	CZ.MB130.S130.L001.R1	CZ.MB129.S129.L001.R1	CZ.MB76.S76.L001.R1	CZ.MB125.S125.L001.R1	CZ.MB101.S101.L001.R1	CZ.MB23.S23.L001.R1	CZ.MB75.S75.L001.R1	CZ.MB49.S49.L001.R1	CZ.MB131.S131.L001.R1	CZ.MB46.S46.L001.R1
NR_113165.1 Collinsella intestinalis strain JCM 10643 16S ribosomal RNA gene, partial sequence	0	0	2	0	0	26	0	0	0	2	65	0	0	0	0	0	0	0	0	58	0	0	26	0	1	2	0	24	25	0	32	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	1	0	0	0	0	0	0	0	0	0	11	15	0	0	0	1	0	0	3	0	0	0	0	0	9	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	6	0	170	0	7	21	0	0	72
NR_113157.1 Ruminiclostridium thermocellum strain JCM 9322 16S ribosomal RNA gene, partial sequence	0	22	4	19	37	0	0	32	0	7	0	17	9	3	34	9	11	0	0	2	21	1	0	22	83	0	0	0	0	92	0	0	28	63	2	13	29	120	0	11	6	0	154	0	0	7	3	0	87	205	30	26	13	32	1	108	10	39	25	24	0	0	0	27	0	8	10	48	10	16	12	27	36	4	0	20	8	85	34	49	1	10	3	22	31	17	24	0	22	0	50	12	0	27	2	40	640	0	0	23	5	0	0	9	28	0	0	0	2	53	0	21	66	0	48	1	0	3	0	7	0	15	0	7	0	0	0	0	75	0	0	49	163	0
NR_113153.1 Alistipes shahii strain JCM 16773 16S ribosomal RNA gene, partial sequence	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4	0	3	1	0	0	0	8	0	0	0	0	0	0	0	2	0	0	4	0	8	7	0	0	2	0	0	2	0	11	1	7	16	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	2	0	3	0	15	0	0	0	1	0	0	1	0	0	0	0	3	0	7	0	12	0	0	0	0	0	3	3	0	0	0	5	2	0	3	0	18	0	0	2	33	0
NR_113151.1 Alistipes onderdonkii strain JCM 16771 16S ribosomal RNA gene, partial sequence	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	16	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	18	0
NR_113152.1 Alistipes putredinis strain JCM 16772 16S ribosomal RNA gene, partial sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_113159.1 Atopobium parvulum strain JCM 10300 16S ribosomal RNA gene, partial sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
NR_113160.1 Leptotrichia goodfellowii strain JCM 16774 16S ribosomal RNA gene, partial sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
NR_113172.1 Bifidobacterium callitrichos strain AFB22-5 16S ribosomal RNA gene, partial sequence	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_113188.1 Slackia isoflavoniconvertens strain JCM 16137 16S ribosomal RNA gene, partial sequence	0	0	2	15	0	2	0	0	1	0	0	0	2	51	2	0	1	5	0	1	0	0	1	0	6	1	0	0	0	1	0	0	12	2	0	1	1	9	0	13	0	0	0	0	0	3	0	0	3	2	0	0	0	5	9	105	1	0	2	0	0	1	0	1	0	0	1	2	0	2	2	0	0	0	1	0	0	0	2	2	1	0	1	0	0	0	0	1	0	5	1	1	0	0	0	0	0	0	1	3	0	0	9	0	1	0	1	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_113185.1 Pyramidobacter piscolens strain W5455 16S ribosomal RNA gene, partial sequence	0	1	0	0	1	0	0	0	0	0	0	1	0	0	20	0	31	0	1	0	0	2	0	2	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	10	0	0	2	3	0	9	0	0	2	0	0	0	0	1	1	0	0	0	0	3	0	6	0	1	0	0	3	14	0	1	0	0	0	0	1	2	0	0	0	0	0	12	6	8	7	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	2	5	0	0	0	2	0	0	0	0	0	8	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_113175.1 Bifidobacterium biavatii strain AFB23-4 16S ribosomal RNA gene, partial sequence	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1
NR_113204.1 Clostridium perfringens strain JCM 1290 16S ribosomal RNA gene, partial sequence	18	4	0	0	0	0	486	0	248	2	0	4	2	1	9	0	1	0	45	0	0	0	0	0	0	0	1	3	2	2	1	429	1	1	0	2	1	2	95	2	1	0	0	0	0	0	1	0	0	0	0	2	0	3	1	0	1	2	0	1	2	1	721	0	143	0	0	2	1	1	0	7	0	1	0	1	0	0	2	1	0	1	1	0	0	5	0	1014	0	0	1	1	152	1	1	1	19	0	0	1	0	0	2	0	0	849	0	4542	7378	0	0	0	0	0	0	0	288	0	878	0	449	0	0	0	0	0	1	0	0	0	0	5	7	2
NR_113207.1 Bacteroides stercorirosoris strain JCM 17103 16S ribosomal RNA gene, partial sequence	0	0	0	0	0	0	0	6	0	8	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1177	0	0	3	0	0	0	0	0	2	0	0	2	0	3	10	0	24	0	447	446	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	5	0	0	5	3	0
NR_113208.1 Parabacteroides chinchillae strain JCM 17104 16S ribosomal RNA gene, partial sequence	8	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	6	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	12	0	0	0	0	0	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	6	0	0	0	0	0	0	0	3	0	4	2	0	65	0	0	0	0	0	1	0	11	0	2	0	0	0	16	0	3	0	3	0	0	0	0	0
NR_113244.1 Clostridium butyricum strain JCM 1391 16S ribosomal RNA gene, partial sequence	0	17	1	1377	2	1	1	0	0	1	0	837	316	0	18	0	32	0	1	0	110	2	1	1	4270	2	1	0	1	10	0	1	1520	0	0	895	415	3363	0	2318	2	0	1	0	0	92	1	1	2194	0	0	0	0	410	0	2	425	536	6	0	1	1	1	42	0	1	119	2	1	2	110	0	91	1	0	0	1	1200	1917	111	0	592	0	0	92	1262	2	0	88	1	131	1	0	2	0	17	2	2	1	0	0	0	0	2	34	1	0	1	0	2	1	0	0	0	2	0	0	0	0	0	1	1	0	0	0	2	1	0	0	0	0	0	0	1
NR_113238.1 Brevundimonas diminuta strain JCM 2788 16S ribosomal RNA gene, partial sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_113243.1 Erysipelatoclostridium ramosum strain JCM 1298 16S ribosomal RNA gene, partial sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	5	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	1	0	4	0	7	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1	33	0	2	16	11	0
NR_113319.1 Anaerostipes butyraticus strain JCM 17466 16S ribosomal RNA gene, partial sequence	1	0	0	0	1	0	0	2544	0	16	0	0	0	0	0	81	1	0	0	1	2	2	0	103	1	0	9	0	0	26	0	2	4	4000	15	0	0	1	0	0	609	1	0	0	2	0	56	0	1	0	1	1	39	2	0	0	0	0	3	2447	0	0	0	0	1	1105	6	0	1115	0	0	0	0	10	0	41	10	1	0	0	0	0	0	0	2	1	0	2	0	3	0	2	0	0	878	0	0	3	0	480	4	0	2	14	2	0	0	1	0	3	2	3	3	9	1	712	0	1408	0	0	0	4	206	34	0	1	0	2	0	0	2	0	1	0
NR_113306.1 Megasphaera elsdenii strain DSM 20460 16S ribosomal RNA gene, partial sequence	4	1	26	1	1	125	13	0	22	0	2017	0	0	0	0	1	1	0	3	89	0	59	907	0	3	227	0	2216	487	0	184	4	0	0	0	0	0	2	2	0	0	301	0	3821	1	0	0	1475	0	8	560	2	1	1	0	1	0	0	0	0	1124	4616	6	0	1	1	1	0	0	0	1	0	0	1	1311	0	0	1	1	0	5	0	2	6	0	2	0	2	0	3	0	0	1	0	0	3	0	296	31	0	1	0	0	1	1	0	2265	0	2	0	160	0	0	0	1	0	1	0	1	0	0	1	0	0	224	2431	1	172	0	2519	834	0	0	1864
NR_113258.1 Weissella confusa strain JCM 1093 16S ribosomal RNA gene, partial sequence	0	0	0	0	0	105	29	0	0	34	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	84	0	10	2	0	0	0	3	0	0	0	0	0	2	0	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	1	85	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	298	0	2	0	0	3	0	0	0	0	0	28	0	0	0	5	0	0	0	0	0	0	10	0	70	0	0	0	0
NR_113245.1 Clostridium sporogenes strain JCM 1416 16S ribosomal RNA gene, partial sequence	0	63	0	2	37	3	9	0	1	2	0	293	48	108	149	255	588	6	0	0	56	1	0	230	224	0	2	1	2	32	1	8	23	1	9	220	353	352	0	6	32	0	129	0	0	165	211	0	280	17	0	349	62	154	14	315	57	205	87	7	0	1	1	12	0	1	40	208	5	20	574	133	28	0	0	0	0	38	120	8	0	39	15	27	461	132	29	5	127	42	75	15	1	478	10	58	586	0	0	57	4	5	17	19	130	4	0	8	18	21	0	56	91	1	8	0	0	2	4	2	3	1	11	0	0	0	0	0	472	1	0	233	120	1
NR_113248.1 Eubacterium limosum strain JCM 6421 16S ribosomal RNA gene, partial sequence	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	5	2	4	0	0	5	0	0	0	0	0	1	0	0	0	14	1	0	0	0	0	6	4	0	0	1	12	7	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	29	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	4	0	0	148	0	14	6	1	2	0	2	0	0	0	0	0	2	3	2	4	0	0	0	0	0	0	0	0	2	0	1	0	1	4	7	38	1	2	39	31	7
NR_113254.1 Leuconostoc mesenteroides subsp. dextranicum strain JCM 9700 16S ribosomal RNA gene, partial sequence	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0
NR_113255.1 Leuconostoc lactis strain JCM 6123 16S ribosomal RNA gene, partial sequence	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_113290.1 Lactobacillus senioris strain YIT 12364 16S ribosomal RNA gene, partial sequence	2	0	0	0	0	0	5	0	21	0	0	0	0	0	0	3	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	49	0	0	3	0	0	0	0	0	0	0	5	0	0	0	0	0	1	0	0	0	0	2	0	178	0	203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	261	0	0	0	0	176	1	0	0	0	0	0	0	0	0	0	0	0	171	0	120	38	0	0	0	0	0	0	0	63	0	2	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_113261.1 Lactobacillus gallinarum strain JCM 2011 16S ribosomal RNA gene, partial sequence	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_113270.1 Blautia producta strain JCM 1471 16S ribosomal RNA gene, partial sequence	1	0	0	0	2	0	0	0	0	1	0	0	0	0	0	3	0	1	0	0	0	0	0	11	0	0	8	0	0	1	0	0	1	4	6	0	0	0	1	1	5	0	0	0	0	0	1	0	0	0	0	11	1	0	0	0	0	0	0	2	0	0	0	0	1	3	0	0	3	0	0	0	0	0	0	5	2	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	5	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	2	0	1	0	0	0	0	0	1	0	0	0	19	0	1	0	0	0	0	0	0	0	0	2	0
NR_113273.1 Collinsella tanakaei strain JCM 16071 16S ribosomal RNA gene, partial sequence	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	1	0	0	3	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	7	0	0	5	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	3	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	3	10	0	0	1	0	0	1
NR_113271.1 Alistipes indistinctus strain JCM 16068 16S ribosomal RNA gene, partial sequence	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	3	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0
NR_113289.1 Lactobacillus saniviri strain YIT 12363 16S ribosomal RNA gene, partial sequence	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_113303.1 Lactobacillus nasuensis strain SU 18 16S ribosomal RNA gene, partial sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_113308.1 Megasphaera paucivorans strain DSM 16981 16S ribosomal RNA gene, partial sequence	0	0	6	20	0	4	2	0	4	0	20	4	0	0	29	0	6	0	0	2	0	5	9	0	6	3	0	8	3	0	1	0	27	0	0	0	11	6	0	2	0	5	0	10	2	18	0	23	2	0	3	0	0	0	0	0	2	0	0	0	3	17	0	0	2	0	0	0	0	0	12	0	1	0	11	0	0	1	4	9	2	1	0	1	0	8	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	14	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	7	44	0	3	0	22	12	0	0	22
NR_113316.1 Collinsella aerofaciens strain JCM 10188 16S ribosomal RNA gene, partial sequence	3	0	50	130	6	14	1	0	0	0	25	1	0	9	0	9	0	11	1	143	4	18	11	4	32	17	6	22	18	5	63	0	129	0	10	9	0	122	3	111	34	39	1	16	22	6	1	30	11	7	53	20	5	3	274	14	0	0	1	0	2	50	0	0	0	1	1	20	1	0	2	0	11	0	48	0	1	7	35	3	21	0	7	0	3	5	0	0	0	64	3	25	2	8	2	1	0	77	220	19	3	4	29	12	0	1	36	0	0	5	58	1	2	0	7	0	0	0	0	1	0	2	0	1	66	63	0	121	0	6	25	0	0	51
NR_113313.1 Bifidobacterium reuteri strain AFB22-1 16S ribosomal RNA gene, partial sequence	0	0	2	0	0	2	0	0	0	0	6	0	0	0	0	0	0	0	0	13	0	3	4	0	0	1	0	12	4	0	22	0	0	0	0	0	0	0	0	0	0	6	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	0	0	0	0	0	0	0	15	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	17	0	2	1	0	0	0
NR_113314.1 Melissococcus plutonius strain ATCC 35311 16S ribosomal RNA gene, partial sequence	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	10	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_113317.1 Fusobacterium canifelinum strain JCM 17464 16S ribosomal RNA gene, partial sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
NR_113320.1 Prevotella saccharolytica strain JCM 17484 16S ribosomal RNA gene, partial sequence	0	2	0	0	0	0	1	0	1	0	0	0	1	0	0	6	2	0	0	0	0	0	0	0	0	0	3	0	0	4	0	0	0	0	7	0	0	0	0	0	1	0	5	0	0	0	2	0	0	0	0	3	0	0	0	0	0	9	1	0	0	0	0	0	2	0	13	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	12	0	0	5	1	7	0	0	0	0	0	0	1	2	0	0	8	0	0	0	1	0	0	4	0	7	0	1	0	1	1	1	3	4	8	0	0	0	0	0	0	0	0	0	0	0
